Invoice_date,Prod_cat,Price,units_sold,Sales,Day,D/W,Oper_prof,sales_marg,Retailer,Region,State,City,Method,Invoice_ID,Retailer_ID
2021-07-09,Women's Apparel,96,154,14784,Fri,D,7688,52,Foot Locker,West,Hawaii,Honolulu,Online,39093087,8948
2021-08-10,Men's Street Footwear,79,210,16590,Tue,D,6138,37,Foot Locker,West,Hawaii,Honolulu,Online,18930048,8948
2021-08-10,Men's Athletic Footwear,71,218,15478,Tue,D,5263,34,Foot Locker,West,Hawaii,Honolulu,Online,50001592,8948
2021-08-10,Women's Street Footwear,64,162,10368,Tue,D,4044,39,Foot Locker,West,Hawaii,Honolulu,Online,17833191,8948
2021-08-10,Women's Athletic Footwear,67,142,9514,Tue,D,3615,38,Foot Locker,West,Hawaii,Honolulu,Online,59282157,8948
2021-08-10,Men's Apparel,69,147,10143,Tue,D,2739,27,Walmart,West,Hawaii,Honolulu,Online,75573917,4443
2021-08-10,Women's Apparel,72,88,6336,Tue,D,3358,53,Walmart,West,Hawaii,Honolulu,Online,85563579,4443
2021-09-11,Men's Street Footwear,62,149,9238,Sat,W,3326,36,Walmart,West,Hawaii,Honolulu,Online,67481425,4443
2021-09-11,Men's Athletic Footwear,69,149,10281,Sat,W,3393,33,Walmart,West,Hawaii,Honolulu,Online,37500470,4443
2021-09-11,Women's Street Footwear,64,105,6720,Sat,W,2621,39,Walmart,West,Hawaii,Honolulu,Online,80807073,4443
2021-09-11,Women's Athletic Footwear,62,85,5270,Sat,W,2108,40,Walmart,West,Hawaii,Honolulu,Online,83987140,4443
2021-09-11,Men's Apparel,71,91,6461,Sat,W,1938,30,Walmart,West,Hawaii,Honolulu,Online,14078159,4443
2021-09-11,Women's Apparel,56,105,5880,Sat,W,3116,53,Walmart,West,Hawaii,Honolulu,Online,60793333,4443
2021-10-10,Men's Street Footwear,52,124,6448,Sun,W,2579,40,Walmart,West,Hawaii,Honolulu,Online,77491448,4443
2021-10-10,Men's Athletic Footwear,61,138,8418,Sun,W,2525,30,Walmart,West,Hawaii,Honolulu,Online,61021656,4443
2021-10-10,Women's Street Footwear,56,87,4872,Sun,W,1705,35,Walmart,West,Hawaii,Honolulu,Online,42128943,4443
2021-10-10,Women's Athletic Footwear,50,83,4150,Sun,W,1536,37,Walmart,West,Hawaii,Honolulu,Online,63718983,4443
2021-10-10,Men's Apparel,63,70,4410,Sun,W,1235,28,Walmart,West,Hawaii,Honolulu,Online,86605454,4443
2021-10-10,Women's Apparel,64,75,4800,Sun,W,2448,51,Walmart,West,Hawaii,Honolulu,Online,20264344,4443
2021-11-10,Men's Street Footwear,51,158,8058,Wed,D,2981,37,Walmart,West,Hawaii,Honolulu,Online,56795552,4443
2021-11-10,Men's Athletic Footwear,56,168,9408,Wed,D,3011,32,Walmart,West,Hawaii,Honolulu,Online,56635631,4443
2021-11-10,Women's Street Footwear,50,123,6150,Wed,D,2460,40,Walmart,West,Hawaii,Honolulu,Online,45095443,4443
2021-11-10,Women's Athletic Footwear,60,104,6240,Wed,D,2434,39,Walmart,West,Hawaii,Honolulu,Online,39526207,4443
2021-11-10,Men's Apparel,83,113,9379,Wed,D,2814,30,Walmart,West,Hawaii,Honolulu,Online,45880989,4443
2021-11-10,Women's Apparel,82,140,11480,Wed,D,5970,52,Walmart,West,Hawaii,Honolulu,Online,61758025,4443
2021-12-09,Men's Street Footwear,68,189,12852,Thu,D,5141,40,Walmart,West,Hawaii,Honolulu,Online,17245790,4443
2021-12-09,Men's Athletic Footwear,77,182,14014,Thu,D,4204,30,Walmart,West,Hawaii,Honolulu,Online,89893259,4443
2021-12-09,Women's Street Footwear,74,135,9990,Thu,D,3497,35,Sports Direct,West,Hawaii,Honolulu,Online,27157886,3688
2021-12-09,Women's Athletic Footwear,73,145,10585,Thu,D,3705,35,Sports Direct,West,Hawaii,Honolulu,Online,74071333,3688
2021-12-09,Men's Apparel,84,128,10752,Thu,D,2796,26,Sports Direct,West,Hawaii,Honolulu,Online,30200460,3688
2021-12-09,Women's Apparel,89,142,12638,Thu,D,6319,50,Sports Direct,West,Hawaii,Honolulu,Online,93093295,3688
2021-01-17,Men's Street Footwear,38,115,4370,Sun,W,1879,43,Sports Direct,West,Hawaii,Honolulu,Online,50738466,3688
2021-01-17,Men's Athletic Footwear,48,123,5904,Sun,W,2066,35,Sports Direct,West,Hawaii,Honolulu,Online,52293458,3688
2021-01-17,Women's Street Footwear,45,123,5535,Sun,W,2269,41,Sports Direct,West,Hawaii,Honolulu,Online,86422989,3688
2021-01-17,Women's Athletic Footwear,47,77,3619,Sun,W,1629,45,Sports Direct,West,Hawaii,Honolulu,Online,70618667,3688
2021-01-17,Men's Apparel,54,68,3672,Sun,W,1102,30,Sports Direct,West,Hawaii,Honolulu,Online,98172028,3688
2021-01-17,Women's Apparel,49,124,6076,Sun,W,3585,59,Sports Direct,West,Hawaii,Honolulu,Online,30756726,3688
2021-02-17,Men's Street Footwear,36,137,4932,Wed,D,2071,42,Sports Direct,West,Hawaii,Honolulu,Online,18276402,3688
2021-02-17,Men's Athletic Footwear,49,111,5439,Wed,D,1904,35,Sports Direct,West,Hawaii,Honolulu,Online,75762928,3688
2021-02-17,Women's Street Footwear,49,111,5439,Wed,D,2176,40,Sports Direct,West,Hawaii,Honolulu,Online,52532709,3688
2021-02-17,Women's Athletic Footwear,45,74,3330,Wed,D,1465,44,Sports Direct,Southeast,Florida,Orlando,Online,91370948,3688
2021-02-17,Men's Apparel,52,60,3120,Wed,D,998,32,Sports Direct,Southeast,Florida,Orlando,Online,37961010,3688
2021-02-17,Women's Apparel,47,108,5076,Wed,D,2944,58,Sports Direct,Southeast,Florida,Orlando,Online,71775421,3688
2021-03-16,Men's Street Footwear,46,160,7360,Tue,D,3018,41,Sports Direct,Southeast,Florida,Orlando,Online,65694872,3688
2021-03-16,Men's Athletic Footwear,58,100,5800,Tue,D,2204,38,Sports Direct,Southeast,Florida,Orlando,Online,98023722,3688
2021-03-16,Women's Street Footwear,59,115,6785,Tue,D,2918,43,Sports Direct,Southeast,Florida,Orlando,Online,54163901,3688
2021-03-16,Women's Athletic Footwear,58,91,5278,Tue,D,2217,42,Sports Direct,Southeast,Florida,Orlando,Online,83757043,3688
2021-03-16,Men's Apparel,61,44,2684,Tue,D,886,33,Sports Direct,Southeast,Florida,Orlando,Online,59255132,3688
2021-03-16,Women's Apparel,54,101,5454,Tue,D,3272,60,Sports Direct,Southeast,Florida,Orlando,Online,11854654,3688
2021-04-17,Men's Street Footwear,62,138,8556,Sat,W,3594,42,Walmart,Southeast,Florida,Orlando,Online,93498208,4443
2021-04-17,Men's Athletic Footwear,66,98,6468,Sat,W,2264,35,Walmart,Southeast,Florida,Orlando,Online,84563723,4443
2021-04-17,Women's Street Footwear,66,120,7920,Sat,W,3247,41,Walmart,Southeast,Florida,Orlando,Online,57644680,4443
2021-04-17,Women's Athletic Footwear,52,84,4368,Sat,W,1966,45,Walmart,Southeast,Florida,Orlando,Online,17886090,4443
2021-04-17,Men's Apparel,59,58,3422,Sat,W,1198,35,Walmart,Southeast,Florida,Orlando,Online,69523966,4443
2021-04-17,Women's Apparel,72,109,7848,Sat,W,4709,60,Walmart,Southeast,Florida,Orlando,Online,61581763,4443
2021-05-18,Men's Street Footwear,58,155,8990,Tue,D,3866,43,Walmart,Southeast,Florida,Orlando,Online,58075649,4443
2021-05-18,Men's Athletic Footwear,60,128,7680,Tue,D,3072,40,Walmart,Southeast,Florida,Orlando,Online,79243611,4443
2021-05-18,Women's Street Footwear,59,119,7021,Tue,D,3159,45,Walmart,Southeast,Florida,Orlando,Online,31573301,4443
2021-05-18,Women's Athletic Footwear,59,88,5192,Tue,D,2233,43,Walmart,Southeast,Florida,Orlando,Online,94956408,4443
2021-05-18,Men's Apparel,52,68,3536,Tue,D,1132,32,Walmart,Southeast,Florida,Orlando,Online,81210916,4443
2021-05-18,Women's Apparel,67,173,11591,Tue,D,6723,58,Walmart,Southeast,Florida,Orlando,Online,48060770,4443
2021-06-17,Men's Street Footwear,61,223,13603,Thu,D,6121,45,Walmart,Southeast,Florida,Orlando,Online,88208495,4443
2021-06-17,Men's Athletic Footwear,64,203,12992,Thu,D,4547,35,Walmart,Southeast,Florida,Orlando,Online,86984574,4443
2021-06-17,Women's Street Footwear,80,210,16800,Thu,D,7224,43,Walmart,Southeast,Florida,Orlando,Online,55105534,4443
2021-06-17,Women's Athletic Footwear,77,155,11935,Thu,D,5013,42,Walmart,Southeast,Florida,Orlando,Online,92020451,4443
2021-06-17,Men's Apparel,89,126,11214,Thu,D,3588,32,Walmart,Southeast,Florida,Orlando,Online,31738383,4443
2021-06-17,Women's Apparel,103,218,22454,Thu,D,12574,56,Walmart,Southeast,Florida,Orlando,Online,12136266,4443
2021-07-16,Men's Street Footwear,83,261,21663,Fri,D,9532,44,Walmart,Southeast,Florida,Orlando,Online,47429183,4443
2021-07-16,Men's Athletic Footwear,88,225,19800,Fri,D,7920,40,Walmart,Southeast,Florida,Orlando,Online,16533810,4443
2021-07-16,Women's Street Footwear,86,189,16254,Fri,D,7152,44,Walmart,Southeast,Florida,Orlando,Online,71084175,4443
2021-07-16,Women's Athletic Footwear,82,180,14760,Fri,D,6347,43,Walmart,Southeast,Florida,Orlando,Online,28278893,4443
2021-07-16,Men's Apparel,89,195,17355,Fri,D,5554,32,Walmart,Southeast,Florida,Orlando,Online,26706728,4443
2021-07-16,Women's Apparel,101,163,16463,Fri,D,9384,57,Walmart,Southeast,Florida,Orlando,Online,72360812,4443
2021-08-17,Men's Street Footwear,87,213,18531,Tue,D,7598,41,Walmart,Southeast,Florida,Orlando,Online,30789273,4443
2021-08-17,Men's Athletic Footwear,77,206,15862,Tue,D,5552,35,Walmart,Southeast,Florida,Orlando,Online,18621796,4443
2021-08-17,Women's Street Footwear,78,189,14742,Tue,D,6339,43,Walmart,Southeast,Florida,Orlando,Online,76054885,4443
2021-08-17,Women's Athletic Footwear,77,143,11011,Tue,D,4625,42,Walmart,Southeast,Florida,Orlando,Online,44328109,4443
2021-08-17,Men's Apparel,74,143,10582,Tue,D,3280,31,Walmart,Southeast,Florida,Orlando,Online,59140189,4443
2021-08-17,Women's Apparel,81,87,7047,Tue,D,4087,58,Walmart,Southeast,Florida,Orlando,Online,91358017,4443
2021-09-18,Men's Street Footwear,58,140,8120,Sat,W,3248,40,Walmart,Southeast,Florida,Orlando,Online,31746384,4443
2021-09-18,Men's Athletic Footwear,60,135,8100,Sat,W,2997,37,Walmart,Southeast,Florida,Orlando,Online,69873233,4443
2021-09-18,Women's Street Footwear,54,75,4050,Sat,W,1823,45,Walmart,Southeast,Florida,Orlando,Online,90196303,4443
2021-09-18,Women's Athletic Footwear,54,65,3510,Sat,W,1544,44,Walmart,Southeast,Florida,Orlando,Online,40462532,4443
2021-09-18,Men's Apparel,64,74,4736,Sat,W,1468,31,Walmart,Southeast,Florida,Orlando,Online,19055229,4443
2021-09-18,Women's Apparel,51,75,3825,Sat,W,2104,55,Walmart,Southeast,Florida,Orlando,Online,22983182,4443
2021-10-17,Men's Street Footwear,47,100,4700,Sun,W,2068,44,Walmart,Southeast,Florida,Orlando,Online,20713433,4443
2021-10-17,Men's Athletic Footwear,59,144,8496,Sun,W,3228,38,Walmart,Southeast,Florida,Orlando,Online,39910674,4443
2021-10-17,Women's Street Footwear,55,112,6160,Sun,W,2526,41,Walmart,Southeast,Florida,Orlando,Online,65878601,4443
2021-10-17,Women's Athletic Footwear,51,113,5763,Sun,W,2363,41,Walmart,Southeast,Florida,Orlando,Online,78230931,4443
2021-10-17,Men's Apparel,59,98,5782,Sun,W,1792,31,Walmart,Southeast,Florida,Orlando,Online,22036159,4443
2021-10-17,Women's Apparel,65,104,6760,Sun,W,3921,58,Walmart,Southeast,Florida,Orlando,Online,42184672,4443
2021-11-17,Men's Street Footwear,52,169,8788,Wed,D,3515,40,Walmart,Southeast,Florida,Orlando,Online,95167000,4443
2021-11-17,Men's Athletic Footwear,54,175,9450,Wed,D,3591,38,Walmart,Southeast,Florida,Orlando,Online,10241252,4443
2021-11-17,Women's Street Footwear,53,147,7791,Wed,D,3194,41,Walmart,Southeast,Florida,Orlando,Online,37435271,4443
2021-11-17,Women's Athletic Footwear,64,150,9600,Wed,D,4128,43,Walmart,Southeast,Florida,Orlando,Online,15608999,4443
2021-11-17,Men's Apparel,77,124,9548,Wed,D,2864,30,Walmart,Southeast,Florida,Orlando,Online,90300309,4443
2021-11-17,Women's Apparel,86,162,13932,Wed,D,8220,59,Walmart,Southeast,Florida,Orlando,Online,50316871,4443
2021-12-16,Men's Street Footwear,72,216,15552,Thu,D,6221,40,Walmart,Southeast,Florida,Orlando,Online,96718415,4443
2021-12-16,Men's Athletic Footwear,82,200,16400,Thu,D,5740,35,Walmart,Southeast,Florida,Orlando,Online,16837576,4443
2021-12-16,Women's Street Footwear,75,174,13050,Thu,D,5220,40,West Gear,Southeast,Florida,Orlando,Online,74081893,1807
2021-12-16,Women's Athletic Footwear,78,180,14040,Thu,D,5756,41,West Gear,Southeast,Florida,Orlando,Online,80534146,1807
2021-12-16,Men's Apparel,86,147,12642,Thu,D,4425,35,West Gear,Southeast,Florida,Orlando,Online,27035162,1807
2021-12-16,Women's Apparel,87,156,13572,Thu,D,7465,55,West Gear,Southeast,Florida,Orlando,Online,25936437,1807
2021-01-12,Men's Street Footwear,41,255,10455,Tue,D,5750,55,West Gear,Southeast,Florida,Orlando,Online,37560809,1807
2021-01-12,Men's Athletic Footwear,44,189,8316,Tue,D,3909,47,West Gear,Southeast,Florida,Orlando,Online,43699012,1807
2021-01-12,Women's Street Footwear,32,169,5408,Tue,D,2055,38,West Gear,Southeast,Florida,Orlando,Online,20166997,1807
2021-01-12,Women's Athletic Footwear,37,145,5365,Tue,D,2200,41,West Gear,Southeast,Florida,Orlando,Online,20220888,1807
2021-01-12,Men's Apparel,51,165,8415,Tue,D,3787,45,West Gear,Southeast,Florida,Orlando,Online,72943600,1807
2021-01-12,Women's Apparel,44,176,7744,Tue,D,5034,65,West Gear,Southeast,Florida,Orlando,Online,16069452,1807
2021-02-10,Men's Street Footwear,44,234,10296,Wed,D,5663,55,West Gear,Southeast,Florida,Orlando,Online,92578745,1807
2021-02-10,Men's Athletic Footwear,42,138,5796,Wed,D,2840,49,West Gear,Southeast,Florida,Orlando,Online,60069094,1807
2021-02-10,Women's Street Footwear,33,174,5742,Wed,D,2125,37,West Gear,Southeast,Florida,Orlando,Online,58362307,1807
2021-02-10,Women's Athletic Footwear,37,133,4921,Wed,D,2067,42,West Gear,Northeast,New York,Albany,Online,41742067,1807
2021-02-10,Men's Apparel,50,154,7700,Wed,D,3542,46,West Gear,Northeast,New York,Albany,Online,22006359,1807
2021-02-10,Women's Apparel,42,182,7644,Wed,D,4892,64,West Gear,Northeast,New York,Albany,Online,50327822,1807
2021-03-08,Men's Street Footwear,44,252,11088,Mon,D,6542,59,West Gear,Northeast,New York,Albany,Online,47587789,1807
2021-03-08,Men's Athletic Footwear,44,165,7260,Mon,D,3340,46,West Gear,Northeast,New York,Albany,Online,82800074,1807
2021-03-08,Women's Street Footwear,33,161,5313,Mon,D,1913,36,West Gear,Northeast,New York,Albany,Online,81023752,1807
2021-03-08,Women's Athletic Footwear,39,106,4134,Mon,D,1695,41,West Gear,Northeast,New York,Albany,Online,80874942,1807
2021-03-08,Men's Apparel,51,133,6783,Mon,D,3324,49,West Gear,Northeast,New York,Albany,Online,33052019,1807
2021-03-08,Women's Apparel,43,161,6923,Mon,D,4154,60,West Gear,Northeast,New York,Albany,Online,44140067,1807
2021-04-09,Men's Street Footwear,42,248,10416,Fri,D,5833,56,West Gear,Northeast,New York,Albany,Online,63542383,1807
2021-04-09,Men's Athletic Footwear,43,147,6321,Fri,D,2844,45,West Gear,Northeast,New York,Albany,Online,82687802,1807
2021-04-09,Women's Street Footwear,34,152,5168,Fri,D,1860,36,West Gear,Northeast,New York,Albany,Online,22298942,1807
2021-04-09,Women's Athletic Footwear,37,135,4995,Fri,D,2048,41,West Gear,Northeast,New York,Albany,Online,74303912,1807
2021-04-09,Men's Apparel,50,124,6200,Fri,D,2914,47,West Gear,Northeast,New York,Albany,Online,13854171,1807
2021-04-09,Women's Apparel,41,156,6396,Fri,D,4157,65,West Gear,Northeast,New York,Albany,Online,77653214,1807
2021-05-08,Men's Street Footwear,50,261,13050,Sat,W,7830,60,West Gear,Northeast,New York,Albany,Online,54396312,1807
2021-05-08,Men's Athletic Footwear,53,161,8533,Sat,W,4011,47,West Gear,Northeast,New York,Albany,Online,66622959,1807
2021-05-08,Women's Street Footwear,49,160,7840,Sat,W,2822,36,West Gear,Northeast,New York,Albany,Online,75329222,1807
2021-05-08,Women's Athletic Footwear,47,130,6110,Sat,W,2444,40,West Gear,Northeast,New York,Albany,Online,96186947,1807
2021-05-08,Men's Apparel,56,137,7672,Sat,W,3759,49,West Gear,Northeast,New York,Albany,Online,45202706,1807
2021-05-08,Women's Apparel,59,169,9971,Sat,W,6282,63,West Gear,Northeast,New York,Albany,Online,27783097,1807
2021-06-10,Men's Street Footwear,59,263,15517,Thu,D,8690,56,West Gear,Northeast,New York,Albany,Online,53269579,1807
2021-06-10,Men's Athletic Footwear,54,175,9450,Thu,D,4536,48,West Gear,Northeast,New York,Albany,Online,14507114,1807
2021-06-10,Women's Street Footwear,48,150,7200,Thu,D,2736,38,West Gear,Northeast,New York,Albany,Online,85591001,1807
2021-06-10,Women's Athletic Footwear,49,144,7056,Thu,D,2893,41,West Gear,Northeast,New York,Albany,Online,59025826,1807
2021-06-10,Men's Apparel,62,150,9300,Thu,D,4557,49,West Gear,Northeast,New York,Albany,Online,67595569,1807
2021-06-10,Women's Apparel,69,181,12489,Thu,D,7743,62,West Gear,Northeast,New York,Albany,Online,90373037,1807
2021-07-08,Men's Street Footwear,59,247,14573,Thu,D,8015,55,West Gear,Northeast,New York,Albany,Online,76958297,1807
2021-07-08,Men's Athletic Footwear,56,196,10976,Thu,D,4939,45,West Gear,Northeast,New York,Albany,Online,22198856,1807
2021-07-08,Women's Street Footwear,51,169,8619,Thu,D,3017,35,West Gear,Northeast,New York,Albany,Online,58935992,1807
2021-07-08,Women's Athletic Footwear,53,150,7950,Thu,D,3419,43,West Gear,Northeast,New York,Albany,Online,97430539,1807
2021-07-08,Men's Apparel,62,168,10416,Thu,D,4791,46,West Gear,Northeast,New York,Albany,Online,44924534,1807
2021-07-08,Women's Apparel,66,194,12804,Thu,D,8323,65,West Gear,Northeast,New York,Albany,Online,45936004,1807
2021-08-09,Men's Street Footwear,62,250,15500,Mon,D,8680,56,West Gear,Northeast,New York,Albany,Online,27203819,1807
2021-08-09,Men's Athletic Footwear,55,210,11550,Mon,D,5198,45,West Gear,Northeast,New York,Albany,Online,33910198,1807
2021-08-09,Women's Street Footwear,51,188,9588,Mon,D,3452,36,West Gear,Northeast,New York,Albany,Online,78008767,1807
2021-08-09,Women's Athletic Footwear,41,150,6150,Mon,D,2460,40,West Gear,Northeast,New York,Albany,Online,55172736,1807
2021-08-09,Men's Apparel,52,149,7748,Mon,D,3719,48,West Gear,Northeast,New York,Albany,Online,81334822,1807
2021-08-09,Women's Apparel,55,218,11990,Mon,D,7194,60,West Gear,Northeast,New York,Albany,Online,51364443,1807
2021-09-08,Men's Street Footwear,50,238,11900,Wed,D,7021,59,West Gear,Northeast,New York,Albany,Online,99812412,1807
2021-09-08,Men's Athletic Footwear,48,163,7824,Wed,D,3521,45,West Gear,Northeast,New York,Albany,Online,17486200,1807
2021-09-08,Women's Street Footwear,41,138,5658,Wed,D,1980,35,West Gear,Northeast,New York,Albany,Online,49733102,1807
2021-09-08,Women's Athletic Footwear,44,137,6028,Wed,D,2471,41,West Gear,Northeast,New York,Albany,Online,88308037,1807
2021-09-08,Men's Apparel,51,131,6681,Wed,D,3207,48,West Gear,Northeast,New York,Albany,Online,18628626,1807
2021-09-08,Women's Apparel,59,156,9204,Wed,D,5522,60,West Gear,Northeast,New York,Albany,Online,89294655,1807
2021-10-10,Men's Street Footwear,57,208,11856,Sun,W,6758,57,West Gear,Northeast,New York,Albany,Online,20103983,1807
2021-10-10,Men's Athletic Footwear,46,156,7176,Sun,W,3301,46,West Gear,Northeast,New York,Albany,Online,44456631,1807
2021-10-10,Women's Street Footwear,46,137,6302,Sun,W,2521,40,West Gear,Northeast,New York,Albany,Online,70180449,1807
2021-10-10,Women's Athletic Footwear,45,135,6075,Sun,W,2491,41,West Gear,Northeast,New York,Albany,Online,91113282,1807
2021-10-10,Men's Apparel,59,150,8850,Sun,W,4160,47,West Gear,Northeast,New York,Albany,Online,61236705,1807
2021-10-10,Women's Apparel,64,156,9984,Sun,W,6190,62,West Gear,Northeast,New York,Albany,Online,64929639,1807
2021-11-09,Men's Street Footwear,56,217,12152,Tue,D,6684,55,West Gear,Northeast,New York,Albany,Online,52472901,1807
2021-11-09,Men's Athletic Footwear,49,162,7938,Tue,D,3890,49,West Gear,Northeast,New York,Albany,Online,92740659,1807
2021-11-09,Women's Street Footwear,45,147,6615,Tue,D,2381,36,West Gear,Northeast,New York,Albany,Online,77077715,1807
2021-11-09,Women's Athletic Footwear,47,144,6768,Tue,D,2707,40,West Gear,Northeast,New York,Albany,Online,45596700,1807
2021-11-09,Men's Apparel,62,154,9548,Tue,D,4297,45,West Gear,Northeast,New York,Albany,Online,99080817,1807
2021-11-09,Women's Apparel,68,176,11968,Tue,D,7660,64,West Gear,Northeast,New York,Albany,Online,42319918,1807
2021-12-08,Men's Street Footwear,59,245,14455,Wed,D,8384,58,West Gear,Northeast,New York,Albany,Online,63760587,1807
2021-12-08,Men's Athletic Footwear,51,169,8619,Wed,D,4310,50,West Gear,Northeast,New York,Albany,Online,16434704,1807
2021-12-08,Women's Street Footwear,52,163,8476,Wed,D,3306,39,Kohl's,Northeast,New York,Albany,Online,53952795,8232
2021-12-08,Women's Athletic Footwear,54,155,8370,Wed,D,3432,41,Kohl's,Northeast,New York,Albany,Online,12515791,8232
2021-12-08,Men's Apparel,60,155,9300,Wed,D,4278,46,Kohl's,Northeast,New York,Albany,Online,44996588,8232
2021-12-08,Women's Apparel,69,182,12558,Wed,D,8037,64,Kohl's,Northeast,New York,Albany,Online,30226459,8232
2021-01-14,Men's Street Footwear,39,216,8424,Thu,D,5307,63,Kohl's,Northeast,New York,Albany,Online,34100578,8232
2021-01-14,Men's Athletic Footwear,39,156,6084,Thu,D,2738,45,Kohl's,Northeast,New York,Albany,Online,80374304,8232
2021-01-14,Women's Street Footwear,29,168,4872,Thu,D,2339,48,Kohl's,Northeast,New York,Albany,Online,56774336,8232
2021-01-14,Women's Athletic Footwear,34,131,4454,Thu,D,2093,47,Kohl's,Northeast,New York,Albany,Online,23658307,8232
2021-01-14,Men's Apparel,49,145,7105,Thu,D,3197,45,Kohl's,Northeast,New York,Albany,Online,37544773,8232
2021-01-14,Women's Apparel,38,156,5928,Thu,D,2371,40,Kohl's,Northeast,New York,Albany,Online,38868124,8232
2021-02-12,Men's Street Footwear,37,238,8806,Fri,D,5372,61,Kohl's,Northeast,New York,Albany,Online,99630525,8232
2021-02-12,Men's Athletic Footwear,37,145,5365,Fri,D,2200,41,Kohl's,Northeast,New York,Albany,Online,68189560,8232
2021-02-12,Women's Street Footwear,29,143,4147,Fri,D,2032,49,Kohl's,Northeast,New York,Albany,Online,87816953,8232
2021-02-12,Women's Athletic Footwear,32,123,3936,Fri,D,1889,48,Kohl's,West,Wyoming,Cheyenne,Online,38392444,8232
2021-02-12,Men's Apparel,47,145,6815,Fri,D,2794,41,Kohl's,West,Wyoming,Cheyenne,Online,77237369,8232
2021-02-12,Women's Apparel,38,174,6612,Fri,D,2579,39,Kohl's,West,Wyoming,Cheyenne,Online,63164394,8232
2021-03-10,Men's Street Footwear,38,246,9348,Wed,D,5609,60,Kohl's,West,Wyoming,Cheyenne,Online,77524075,8232
2021-03-10,Men's Athletic Footwear,37,131,4847,Wed,D,2133,44,Kohl's,West,Wyoming,Cheyenne,Online,74722557,8232
2021-03-10,Women's Street Footwear,27,149,4023,Wed,D,1810,45,Kohl's,West,Wyoming,Cheyenne,Online,86317047,8232
2021-03-10,Women's Athletic Footwear,33,112,3696,Wed,D,1737,47,Kohl's,West,Wyoming,Cheyenne,Online,43962753,8232
2021-03-10,Men's Apparel,47,126,5922,Wed,D,2665,45,Kohl's,West,Wyoming,Cheyenne,Online,82735102,8232
2021-03-10,Women's Apparel,37,165,6105,Wed,D,2259,37,Kohl's,West,Wyoming,Cheyenne,Online,55013680,8232
2021-04-11,Men's Street Footwear,39,208,8112,Sun,W,5029,62,Kohl's,West,Wyoming,Cheyenne,Online,26802538,8232
2021-04-11,Men's Athletic Footwear,39,140,5460,Sun,W,2457,45,Kohl's,West,Wyoming,Cheyenne,Online,64619734,8232
2021-04-11,Women's Street Footwear,28,145,4060,Sun,W,1868,46,Kohl's,West,Wyoming,Cheyenne,Online,69626719,8232
2021-04-11,Women's Athletic Footwear,33,119,3927,Sun,W,1846,47,Kohl's,West,Wyoming,Cheyenne,Online,17541941,8232
2021-04-11,Men's Apparel,47,106,4982,Sun,W,2092,42,Kohl's,West,Wyoming,Cheyenne,Online,96178723,8232
2021-04-11,Women's Apparel,36,149,5364,Sun,W,1877,35,Kohl's,West,Wyoming,Cheyenne,Online,43905929,8232
2021-05-10,Men's Street Footwear,45,246,11070,Mon,D,7196,65,Kohl's,West,Wyoming,Cheyenne,Online,44029465,8232
2021-05-10,Men's Athletic Footwear,41,152,6232,Mon,D,2493,40,Kohl's,West,Wyoming,Cheyenne,Online,50023075,8232
2021-05-10,Women's Street Footwear,39,145,5655,Mon,D,2771,49,Kohl's,West,Wyoming,Cheyenne,Online,98744957,8232
2021-05-10,Women's Athletic Footwear,39,131,5109,Mon,D,2555,50,Kohl's,West,Wyoming,Cheyenne,Online,51432264,8232
2021-05-10,Men's Apparel,45,133,5985,Mon,D,2514,42,Kohl's,West,Wyoming,Cheyenne,Online,77260746,8232
2021-05-10,Women's Apparel,52,156,8112,Mon,D,3245,40,Kohl's,West,Wyoming,Cheyenne,Online,42363615,8232
2021-06-12,Men's Street Footwear,46,247,11362,Sat,W,7158,63,Kohl's,West,Wyoming,Cheyenne,Online,28478739,8232
2021-06-12,Men's Athletic Footwear,42,168,7056,Sat,W,2893,41,Kohl's,West,Wyoming,Cheyenne,Online,40112176,8232
2021-06-12,Women's Street Footwear,38,131,4978,Sat,W,2240,45,Kohl's,West,Wyoming,Cheyenne,Online,91131573,8232
2021-06-12,Women's Athletic Footwear,38,140,5320,Sat,W,2500,47,Kohl's,West,Wyoming,Cheyenne,Online,70670110,8232
2021-06-12,Men's Apparel,49,135,6615,Sat,W,2911,44,Kohl's,West,Wyoming,Cheyenne,Online,80488336,8232
2021-06-12,Women's Apparel,50,163,8150,Sat,W,3016,37,Kohl's,West,Wyoming,Cheyenne,Online,18487476,8232
2021-07-10,Men's Street Footwear,48,228,10944,Sat,W,7004,64,Kohl's,West,Wyoming,Cheyenne,Online,81374194,8232
2021-07-10,Men's Athletic Footwear,44,163,7172,Sat,W,3084,43,Kohl's,West,Wyoming,Cheyenne,Online,55595762,8232
2021-07-10,Women's Street Footwear,38,149,5662,Sat,W,2718,48,Kohl's,West,Wyoming,Cheyenne,Online,41473126,8232
2021-07-10,Women's Athletic Footwear,39,150,5850,Sat,W,2750,47,Kohl's,West,Wyoming,Cheyenne,Online,56741765,8232
2021-07-10,Men's Apparel,48,137,6576,Sat,W,2762,42,Kohl's,West,Wyoming,Cheyenne,Online,63574825,8232
2021-07-10,Women's Apparel,51,196,9996,Sat,W,3599,36,Kohl's,West,Wyoming,Cheyenne,Online,69000158,8232
